,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore
199594,2019,18354,275000,69.0,2,3.375,275000,13.34,40.56,5,5
199607,2019,14564,424000,80.0,2,3.875,424000,17.35,25.65,5,5
199611,2019,20389,348000,80.0,2,3.75,348000,11.24,24.35,5,5
199618,2019,13536,437500,68.0,2,3.75,437500,18.36,25.94,4,4
199622,2019,15303,384000,80.0,2,3.5,384000,14.74,18.31,5,5
199624,2019,16179,319000,65.0,2,3.375,319000,16.01,17.12,4,5
199639,2019,20072,449600,77.0,2,4.0,449600,15.9,33.94,5,5
199673,2019,25410,305000,79.0,2,3.625,305000,5.13,33.92,5,5
199675,2019,20166,444972,72.0,2,3.75,444972,18.88,26.88,4,4
199678,2019,22805,450000,35.0,2,3.875,450000,8.64,25.17,5,5
199693,2019,12006,484350,79.0,2,3.875,484350,23.18,26.65,5,5
199701,2019,14791,448000,80.0,2,3.875,448000,19.15,33.24,4,4
199708,2019,22917,484350,41.0,2,3.875,484350,22.12,27.15,4,4
199709,2019,12103,484350,66.0,2,4.0,484350,4.1,40.04,5,5
199711,2019,12269,425000,61.0,2,3.75,425000,21.25,21.91,5,5
199717,2019,23853,308000,79.0,2,4.0,308000,10.6,27.88,5,5
199732,2019,21781,480000,80.0,2,3.875,480000,14.55,34.0,4,2
199739,2019,20511,420000,80.0,2,4.0,420000,11.73,34.03,5,5
199740,2019,12066,480791,91.0,2,3.875,480791,19.89,38.86,4,4
199742,2019,9166,400000,44.0,2,3.75,400000,24.75,25.16,5,5
199743,2019,12876,484300,51.0,2,3.875,484300,21.79,24.38,5,5
199745,2019,11944,450000,74.0,2,4.25,450000,21.33,22.22,4,4
199756,2019,10833,480000,80.0,2,3.875,480000,23.77,33.13,5,5
199758,2019,10000,480000,80.0,2,3.875,480000,25.76,42.55,4,5
199760,2019,10759,457650,90.0,2,3.75,457650,23.24,34.78,5,5
199761,2019,17538,384000,80.0,2,3.875,384000,12.4,17.95,5,5
199769,2019,10946,408000,85.0,2,4.5,408000,22.84,36.73,3,3
199771,2019,10762,376500,90.0,2,4.125,376500,19.96,24.0,4,4
199773,2019,12556,333000,79.0,2,4.0,333000,15.17,22.89,5,5
199778,2019,17453,316000,80.0,2,3.875,316000,12.81,13.98,5,4
199780,2019,10252,372000,80.0,2,4.25,372000,20.38,24.89,5,5
199782,2019,9830,484350,78.0,2,3.875,484350,26.29,32.39,5,5
199792,2019,23333,375000,46.0,2,3.75,375000,9.24,10.35,5,5
199817,2019,15147,405000,68.0,2,3.875,405000,15.75,25.24,4,4
199842,2019,18034,484350,49.0,2,4.375,484350,27.97,48.6,5,4
199855,2019,13640,484350,60.0,2,4.0,484350,31.88,38.49,4,4
199868,2019,18750,484350,58.0,2,3.875,484350,24.21,26.8,5,5
199875,2019,14024,451200,80.0,2,4.0,451200,21.84,30.49,5,5
199878,2019,16468,424800,80.0,2,4.0,424800,13.53,42.21,5,5
199886,2019,20631,484350,53.0,2,3.625,484350,12.99,16.95,5,5
199888,2019,23958,283500,90.0,2,3.875,283500,8.1,23.37,5,5
199894,2019,15122,380000,78.0,2,3.99,380000,12.78,31.46,4,3
199904,2019,29512,344000,81.0,2,3.75,344000,8.88,22.33,3,5
199911,2019,20833,484350,65.0,2,4.0,484350,14.82,38.12,5,4
199914,2019,20833,484350,51.0,2,4.0,484350,14.82,20.37,5,4
199938,2019,12933,450000,75.0,2,4.0,450000,18.79,40.88,5,4
199944,2019,27097,484000,54.0,2,3.375,484000,14.25,21.62,5,5
199949,2019,24067,375000,71.0,2,3.625,375000,6.96,22.27,5,5
199958,2019,11851,413869,60.0,2,3.375,413869,29.96,31.57,5,5
199962,2019,24358,484350,75.0,2,3.875,484350,13.19,20.88,4,4
199974,2019,19630,315000,70.0,2,3.5,315000,12.91,45.83,4,4
199977,2019,18073,292500,80.0,2,3.5,292500,13.28,42.33,5,5
199978,2019,29920,484350,65.0,2,3.625,484350,10.53,29.22,5,5
199985,2019,12561,385500,78.0,2,3.625,385500,19.83,25.9,5,5
199997,2019,13088,447000,64.0,2,3.5,447000,24.7,38.31,5,5
200003,2019,25893,484000,57.0,2,3.5,484000,7.73,24.43,5,5
200005,2019,29246,370000,72.0,1,3.5,370000,8.86,12.24,5,9
200006,2019,26324,484350,49.0,2,3.5,484350,24.82,40.68,4,4
200018,2019,12961,324000,72.0,2,3.375,324000,16.99,33.85,4,5
200026,2019,22326,484350,72.0,2,3.375,484350,12.72,39.4,5,5
200038,2019,15218,434000,70.0,2,3.375,434000,15.61,19.21,5,5
200046,2019,15291,484300,68.0,2,3.625,484300,23.36,32.17,5,5
200077,2019,11720,388000,78.0,2,3.5,388000,18.72,34.62,4,3
200130,2019,16583,320000,80.0,2,3.75,320000,12.46,17.78,4,5
200171,2019,19535,464800,80.0,2,3.5,464800,18.27,22.54,5,5
200176,2019,22434,280000,74.0,2,4.125,280000,7.93,17.53,5,4
200191,2019,28100,484000,73.0,2,3.75,484000,9.93,16.79,5,5
200193,2019,12840,452000,58.0,2,3.5,452000,25.48,32.4,5,5
200197,2019,13602,330000,63.0,2,3.875,330000,17.21,20.74,5,4
200210,2019,17151,308790,90.0,2,3.75,308790,11.39,29.81,4,4
200222,2019,16475,480000,76.0,2,3.5,480000,19.54,43.31,5,5
200224,2019,25245,400000,45.0,2,3.875,400000,14.22,26.52,5,5
200253,2019,26468,245000,41.0,2,3.25,245000,9.16,41.93,4,5
200270,2019,19833,421700,71.0,2,3.75,421700,13.11,26.49,5,5
200292,2019,13433,423000,85.0,2,3.875,423000,19.16,36.49,4,5
200293,2019,11917,420000,80.0,2,3.625,420000,21.68,44.25,5,5
200301,2019,18541,380000,64.0,2,3.625,380000,13.6,30.24,4,4
200323,2019,28750,315200,80.0,2,4.25,315200,7.75,14.55,4,5
200328,2019,16174,360000,87.0,2,3.875,360000,13.71,19.32,5,5
200330,2019,20228,484350,79.0,2,3.5,484350,18.45,21.12,5,5
200333,2019,24563,453300,62.0,2,3.625,453300,16.09,20.4,5,5
200347,2019,26101,484350,79.0,2,3.75,484350,11.59,26.86,2,3
200348,2019,16174,360000,87.0,2,3.5,360000,13.22,18.83,5,5
200369,2019,12740,347000,93.0,2,3.5,347000,16.21,29.0,5,5
200379,2019,17544,318200,80.0,2,3.375,318200,10.99,27.52,5,5
200403,2019,19678,318400,80.0,2,3.875,318400,9.67,17.15,5,5
200425,2019,14113,330600,95.0,2,3.375,330600,13.87,24.65,5,4
200433,2019,16810,484000,79.0,2,3.625,484000,19.03,28.87,5,4
200441,2019,13824,418500,90.0,2,3.625,418500,18.55,46.46,5,5
200457,2019,12703,428000,80.0,2,3.375,428000,24.24,34.93,4,5
200460,2019,12771,362900,95.0,2,3.625,362900,18.31,28.72,4,5
200461,2019,15766,407000,79.0,2,3.75,407000,16.0,24.98,5,5
200479,2019,11493,428000,80.0,2,3.75,428000,23.52,30.73,5,5
200485,2019,17117,425000,61.0,2,3.75,425000,16.5,27.28,4,5
200504,2019,12773,392000,74.0,2,3.375,392000,17.55,26.66,5,5
200519,2019,17693,437000,74.0,2,3.75,437000,14.0,24.62,5,4
200530,2019,24802,455000,78.0,2,3.875,455000,9.97,14.09,5,5
200543,2019,12382,343000,77.0,2,3.25,343000,20.0,27.0,4,4
200549,2019,20115,468000,80.0,2,4.0,468000,15.68,26.8,5,4
200554,2019,24237,306000,85.0,2,3.5,306000,8.2,13.68,5,4
200558,2019,19174,484350,72.0,2,4.125,484350,16.75,29.39,5,5
200566,2019,16867,449984,80.0,2,4.0,449984,16.89,18.81,5,5
200569,2019,26017,468121,40.0,2,3.875,468121,26.21,38.44,4,3
200585,2019,16238,303120,80.0,2,3.75,303120,13.97,41.41,5,5
200586,2019,17797,392800,80.0,2,3.75,392800,14.31,36.33,4,5
200596,2019,16748,320260,89.0,2,3.75,320260,9.58,23.32,5,5
200597,2019,18869,345000,94.0,2,3.625,345000,12.11,22.96,4,4
200638,2019,13698,385000,88.0,2,3.875,385000,17.06,23.35,5,5
200648,2019,12234,484350,73.0,2,3.5,484350,22.64,42.44,5,4
200661,2019,20268,390000,74.0,3,3.875,390000,12.69,33.09,5,5
200666,2019,14947,428000,69.0,2,3.625,428000,17.6,21.99,5,5
200674,2019,24328,332000,80.0,2,3.75,332000,8.63,19.98,5,4
200679,2019,12696,436000,73.0,2,3.75,436000,17.83,32.28,5,4
200681,2019,23625,312000,80.0,2,3.375,312000,7.64,19.0,5,5
200699,2019,16890,334029,60.0,2,3.625,334029,14.0,14.92,5,5
200700,2019,18050,390020,80.0,2,3.625,390020,15.09,19.1,4,4
200704,2019,12653,457930,66.0,2,4.25,457930,25.6,42.42,5,4
200708,2019,18608,451500,76.0,2,3.75,451500,18.26,34.99,5,5
200710,2019,13711,353875,95.0,2,3.875,353875,15.13,36.0,4,5
200714,2019,18750,350000,49.0,2,4.0,350000,13.46,21.57,4,5
200718,2019,11730,408000,80.0,2,3.625,408000,22.12,29.17,5,5
200729,2019,14177,474440,80.0,2,3.875,474440,23.44,40.12,4,4
200732,2019,14070,379235,78.0,2,3.625,379235,20.81,26.38,5,5
200733,2019,15453,300000,80.0,2,3.75,300000,15.32,28.86,5,5
200738,2019,17200,368000,80.0,2,3.375,368000,15.02,23.54,5,5
200751,2019,15858,356800,80.0,2,3.625,356800,16.91,26.29,5,5
200753,2019,16080,318759,79.0,2,3.5,318759,16.29,20.04,5,5
200757,2019,13000,366000,80.0,2,3.625,366000,20.07,31.47,5,5
200762,2019,14012,421835,80.0,2,3.375,421835,20.73,24.35,4,5
200766,2019,19528,335710,78.0,2,3.5,335710,12.02,15.98,5,5
200782,2019,22562,445699,66.0,2,3.875,445699,18.26,24.81,5,4
200786,2019,25710,384000,80.0,2,3.625,384000,10.04,16.09,5,5
200789,2019,13296,341600,80.0,2,3.5,341600,17.36,21.67,5,5
200796,2019,15717,377600,80.0,2,3.75,377600,16.83,29.32,4,4
200797,2019,17695,451590,70.0,2,3.5,451590,18.54,39.61,4,4
200802,2019,17812,400000,80.0,2,3.75,400000,18.14,29.82,5,5
200803,2019,26708,451708,66.0,2,3.75,451708,15.27,23.42,5,5
200805,2019,15706,336000,80.0,2,3.75,336000,16.39,23.77,5,5
200814,2019,13346,335200,80.0,2,3.75,335200,17.22,17.78,5,5
200815,2019,14938,421600,80.0,2,3.5,421600,22.93,37.98,5,5
200818,2019,19891,409633,63.0,2,3.5,409633,19.68,25.25,5,5
200825,2019,19737,403478,73.0,2,3.375,403478,14.94,18.53,5,5
200833,2019,14049,379300,74.0,2,3.625,379300,19.8,23.99,5,5
200834,2019,19045,410353,71.0,2,3.875,410353,15.74,19.54,5,5
200841,2019,18862,369793,80.0,2,3.5,369793,13.47,31.98,5,5
200850,2019,17748,440051,77.0,2,3.5,440051,20.49,34.07,5,4
200851,2019,15879,395507,74.0,2,3.375,395507,20.81,23.78,5,5
200853,2019,15937,304919,79.0,2,3.75,304919,15.59,35.64,4,4
200854,2019,11979,380000,72.0,2,3.5,380000,22.44,23.26,5,5
200859,2019,14853,376689,79.0,2,3.625,376689,17.49,23.94,5,5
200862,2019,13924,297997,77.0,2,3.625,297997,20.16,24.91,5,5
200863,2019,15190,310000,64.0,2,3.5,310000,21.97,30.47,5,5
200864,2019,13875,309184,77.0,2,3.625,309184,18.62,26.18,5,5
200866,2019,14833,439473,70.0,2,3.5,439473,20.05,23.27,5,5
200867,2019,14017,414482,77.0,2,3.875,414482,22.75,28.11,5,5
200869,2019,17604,325484,56.0,2,3.5,325484,14.2,24.0,5,5
200897,2019,11250,365224,75.0,2,3.375,365224,22.17,25.89,5,5
200898,2019,18612,345021,77.0,2,3.5,345021,15.9,24.54,5,5
200907,2019,13804,353785,72.0,2,3.625,353785,17.84,23.17,5,5
200918,2019,13211,387095,78.0,2,2.875,387095,28.38,32.17,5,5
200934,2019,14172,484350,77.0,2,3.625,484350,25.97,28.54,5,5
200944,2019,14916,484000,80.0,2,3.625,484000,22.28,33.97,5,5
200945,2019,20505,326270,78.0,2,3.375,326270,13.01,19.07,5,5
200952,2019,12837,388109,78.0,2,3.625,388109,25.95,35.19,4,5
200960,2019,13166,327392,78.0,2,3.625,327392,19.77,21.96,5,4
200965,2019,14542,404393,67.0,2,3.25,404393,24.42,38.1,5,5
200966,2019,13688,312743,78.0,2,3.875,312743,16.61,26.97,5,5
200972,2019,16408,320000,71.0,2,3.375,320000,13.77,20.69,5,5
200979,2019,29700,445493,69.0,2,3.75,445493,11.49,17.51,5,5
200989,2019,20545,452084,78.0,2,3.625,452084,15.84,26.36,5,5
200993,2019,19405,369547,77.0,2,3.625,369547,13.32,31.93,5,5
200996,2019,15791,360551,79.0,2,3.625,360551,16.0,16.39,5,5
201001,2019,17139,329406,66.0,2,3.625,329406,14.22,22.48,5,5
201010,2019,16728,340484,71.0,2,3.25,340484,16.61,21.84,5,5
201012,2019,17916,349793,74.0,2,3.75,349793,13.86,18.26,5,5
201014,2019,16495,310400,80.0,2,3.375,310400,16.03,24.71,4,4
201026,2019,13578,409246,80.0,2,3.375,409246,20.95,35.84,5,5
201027,2019,20766,328001,65.0,2,3.25,328001,13.04,20.36,5,5
201029,2019,15661,409423,51.0,2,3.375,409423,18.87,21.25,5,5
201043,2019,13375,447550,68.0,2,3.5,447550,25.17,33.42,5,5
201066,2019,12593,484350,72.0,2,3.625,484350,32.87,37.96,5,5
201067,2019,14159,443389,80.0,2,3.5,443389,21.41,32.65,5,4
201069,2019,12482,382400,80.0,2,3.5,382400,21.65,30.57,5,4
201074,2019,15066,315000,56.0,2,3.625,315000,18.4,23.43,4,5
201075,2019,21059,389062,56.0,2,3.5,389062,13.33,18.26,5,5
201088,2019,22744,399920,79.0,2,3.625,399920,11.24,28.66,5,4
201092,2019,20342,441000,90.0,2,3.5,441000,14.87,26.8,5,5
201097,2019,17289,429428,80.0,2,3.625,429428,19.71,26.42,5,5
201103,2019,10506,431557,78.0,2,3.5,431557,25.07,25.3,5,5
201106,2019,25787,380000,80.0,2,3.5,380000,9.76,24.21,5,5
201114,2019,16301,275000,80.0,2,3.625,275000,12.11,39.5,5,5
201117,2019,28332,390000,78.0,2,3.5,390000,9.27,27.19,5,5
201121,2019,18499,320000,80.0,2,3.375,320000,12.06,17.18,5,5
201147,2019,12687,415000,80.0,2,3.625,415000,21.94,24.55,5,5
201148,2019,13552,348000,61.0,2,3.375,348000,18.99,19.75,5,5
201172,2019,20969,318000,80.0,2,3.5,318000,17.28,36.1,5,5
201237,2019,15556,314800,80.0,2,3.125,314800,19.6,38.1,4,5
201239,2019,11239,383200,80.0,2,3.875,383200,20.89,33.88,5,5
201240,2019,23243,420000,80.0,2,3.5,420000,10.02,16.3,4,5
201248,2019,15133,464000,80.0,2,3.5,464000,26.73,36.1,4,4
201252,2019,11941,479200,80.0,2,3.5,479200,23.38,28.41,5,5
201255,2019,20638,484350,73.0,2,3.625,484350,13.13,21.49,4,4
201287,2019,10111,402000,42.0,2,4.0,402000,22.53,28.76,5,5
201289,2019,10979,461000,84.0,2,4.0,461000,25.08,43.13,4,5
201292,2019,13972,460000,80.0,2,3.875,460000,20.31,22.56,5,4
201294,2019,24227,325000,42.0,2,3.875,325000,10.25,11.94,5,4
201303,2019,18037,455000,71.0,2,3.75,455000,15.64,36.44,4,5
201315,2019,17077,340000,80.0,2,3.875,340000,10.96,13.01,5,5
201328,2019,14872,364610,95.0,2,3.875,364610,17.95,33.76,4,3
201329,2019,19502,426793,88.0,2,3.99,426793,15.0,18.9,5,5
201366,2019,14767,311000,56.0,2,3.5,311000,18.91,30.25,5,5
201368,2019,21038,484350,85.0,2,3.5,484350,15.29,33.59,5,5
201403,2019,15123,298000,86.0,2,3.375,298000,13.99,32.16,4,5
201417,2019,14582,318400,80.0,2,3.75,318400,15.12,30.59,5,3
201445,2019,30341,248000,80.0,2,4.0,248000,5.33,18.08,4,4
201457,2019,13872,403000,80.0,2,3.375,403000,18.13,36.99,5,5
201460,2019,13634,484350,77.0,2,3.625,484350,17.23,27.6,4,4
201465,2019,22072,413000,94.0,2,4.5,413000,15.15,37.91,3,3
201466,2019,14414,353100,79.0,2,4.0,353100,19.96,32.78,3,4
201472,2019,15325,324000,80.0,2,3.375,324000,16.87,19.44,5,4
201485,2019,19014,446500,95.0,2,3.625,446500,16.68,23.58,5,4
201499,2019,12951,355000,79.0,2,3.875,355000,13.75,17.8,5,5
201502,2019,25740,400000,72.0,2,3.75,400000,9.55,14.45,5,5
201524,2019,15749,339000,92.0,2,3.625,339000,14.98,26.42,5,5
201532,2019,10623,388000,90.0,2,3.875,388000,19.11,29.9,5,5
201534,2019,23890,484000,91.0,2,3.625,484000,14.77,37.12,3,4
201536,2019,22783,484350,76.0,2,3.375,484350,9.86,13.16,5,5
201538,2019,11264,423000,77.0,2,3.625,423000,18.96,22.55,5,5
201557,2019,15890,348000,80.0,2,3.5,348000,20.5,29.44,4,4
201579,2019,15884,452000,80.0,2,3.375,452000,17.68,29.57,4,4
201586,2019,15337,290550,67.0,2,3.5,290550,20.34,28.23,5,5
201587,2019,12887,321955,95.0,2,3.25,321955,12.34,37.72,5,5
201591,2019,14250,335750,79.0,2,3.375,335750,17.73,26.6,4,4
201596,2019,16233,320000,70.0,2,3.5,320000,13.48,23.27,5,5
201608,2019,11250,460000,80.0,2,3.75,460000,22.31,41.89,5,5
201650,2019,23687,432000,90.0,2,3.875,432000,13.12,32.2,5,5
201651,2019,23687,326000,50.0,2,3.625,326000,11.59,30.67,5,5
201654,2019,14704,342000,75.0,2,4.25,342000,15.81,23.68,4,4
201667,2019,19750,359910,90.0,2,3.75,359910,11.56,15.12,5,5
201670,2019,17044,359700,77.0,2,3.875,359700,13.23,13.69,5,5
201682,2019,13091,350000,70.0,2,2.75,350000,24.25,26.0,5,5
201741,2019,12584,381600,80.0,2,3.625,381600,17.25,34.68,4,3
201753,2019,11460,376000,84.0,2,3.5,376000,21.13,31.43,4,4
201757,2019,26631,277600,80.0,2,3.75,285600,5.41,14.79,5,5
201766,2019,16471,484350,71.0,2,3.625,484350,16.65,24.18,5,5
201794,2019,19198,484350,72.0,2,3.0,484350,22.27,28.28,5,5
201800,2019,25078,320000,80.0,2,3.875,320000,7.55,25.83,5,5
201808,2019,16687,484350,61.0,2,3.5,484350,23.02,40.25,4,5
201812,2019,9968,439200,82.0,2,3.75,439200,26.25,34.31,3,3
201820,2019,15834,484000,69.0,2,3.75,484000,22.97,37.52,5,5
201823,2019,24423,438300,54.0,2,3.25,438300,17.14,27.6,4,5
201841,2019,18004,484000,65.0,2,3.375,484000,16.84,27.41,5,5
201843,2019,18302,414800,67.0,2,3.5,414800,13.84,17.07,5,5
201928,2019,12500,470250,95.0,2,3.375,470250,23.9,31.89,5,5
201930,2019,19070,304000,68.0,2,3.75,304000,10.21,23.39,3,4
201967,2019,19233,435953,95.0,2,3.25,441750,19.66,33.96,5,5
201970,2019,21574,315965,75.0,2,3.125,318750,14.81,15.95,5,5
201971,2019,20761,479855,90.0,2,3.375,484000,19.12,27.35,5,5
201985,2019,10833,447450,95.0,2,3.75,447450,25.93,38.98,4,5
202035,2019,22250,484350,70.0,2,3.625,484350,13.16,25.66,4,4
202037,2019,20574,426400,80.0,2,4.0,426400,13.41,41.43,4,3
202038,2019,13132,351750,72.0,2,3.875,351750,17.69,17.69,5,5
202042,2019,18100,418200,73.0,2,3.25,418200,13.93,21.32,3,3
202047,2019,11877,348000,80.0,2,3.75,348000,18.69,29.43,5,5
202053,2019,15050,415900,80.0,2,4.0,415900,17.02,36.67,5,5
202057,2019,16733,389000,80.0,2,3.5,389000,14.43,21.17,5,5
202066,2019,19435,306750,75.0,2,3.875,306750,11.4,30.01,5,5
202068,2019,28112,480000,78.0,2,3.5,480000,12.44,20.55,5,5
202082,2019,14979,300000,76.0,2,4.125,300000,13.29,23.93,5,5
202091,2019,10925,450000,69.0,2,4.0,450000,26.72,29.22,5,4
202114,2019,17454,439200,80.0,2,3.75,439200,15.23,23.77,5,5
202136,2019,16654,327500,75.0,2,3.25,327500,17.13,25.84,4,5
202221,2019,12110,420255,85.0,2,3.875,420255,20.36,25.73,5,5
202225,2019,11367,372956,90.0,2,3.75,372956,16.98,25.96,5,5
202251,2019,16427,464000,80.0,2,3.875,464000,20.56,33.59,5,5
202254,2019,29671,377000,65.0,2,3.125,377000,14.93,18.71,5,5
202257,2019,16751,388000,80.0,2,4.0,388000,17.36,28.26,5,5
202264,2019,13426,375000,77.0,2,4.25,375000,19.19,21.14,5,5
202280,2019,12360,396000,80.0,2,3.875,396000,18.09,26.51,4,4
202282,2019,12850,414200,95.0,2,4.125,414200,22.53,43.35,3,3
202283,2019,16655,480000,80.0,2,4.125,480000,16.35,34.6,3,2
202284,2019,17413,432308,92.0,2,4.25,432308,17.68,39.14,3,2
202293,2019,15181,400000,79.0,2,3.25,400000,20.45,22.55,5,5
202298,2019,20309,407000,80.0,2,3.625,407000,12.75,13.26,5,5
202329,2019,10970,393610,76.0,2,3.75,394400,21.01,21.24,5,5
202332,2019,11659,481816,95.0,2,3.75,482543,25.29,49.55,5,5
202337,2019,10899,463250,85.0,2,3.75,463250,26.13,46.01,4,4
202340,2019,16028,415000,72.0,2,3.75,415000,15.61,18.53,5,5
202350,2019,12570,448000,80.0,2,3.5,448000,21.72,27.59,4,5
202363,2019,11058,401000,83.0,2,3.625,401000,20.83,33.73,4,4
202397,2019,14842,389026,80.0,2,3.875,389600,17.44,23.55,5,5
202401,2019,16800,304049,95.0,2,3.875,304950,12.36,29.81,5,5
202411,2019,13358,349567,95.0,2,3.75,350550,20.4,29.02,5,5
202413,2019,14638,339487,80.0,2,3.75,340000,14.58,36.21,5,5
202417,2019,12751,402688,92.0,2,3.875,403880,19.22,38.53,4,4
202418,2019,16792,329200,56.0,2,3.5,329200,13.79,21.24,4,4
202426,2019,14347,389247,80.0,2,3.875,390400,17.72,28.95,5,5
202437,2019,14220,310614,80.0,2,3.875,312000,16.93,24.3,5,5
202439,2019,15220,360000,93.0,4,3.75,360000,16.67,41.32,5,4
202449,2019,15158,404323,95.0,2,3.875,406125,18.12,39.15,4,4
202461,2019,17920,448671,90.0,4,3.875,450000,17.53,32.37,5,5
202462,2019,13603,316825,95.0,2,3.75,316825,15.47,25.86,4,4
202475,2019,14583,299548,80.0,2,3.75,300000,14.27,34.31,5,5
202479,2019,16340,322502,95.0,2,3.625,323000,12.75,27.72,5,4
202482,2019,13118,426841,95.0,2,3.625,427500,20.82,31.9,5,5
202501,2019,18040,484000,77.0,2,3.875,484000,14.28,28.05,4,5
202535,2019,19763,375600,59.0,2,3.25,375600,15.23,25.98,5,5
202536,2019,22937,309500,47.0,2,3.375,309500,9.94,14.93,4,3
202582,2019,18775,484350,85.0,2,3.75,484350,11.95,18.03,5,5
202596,2019,20444,387000,90.0,2,3.875,387000,12.21,35.99,5,3
202604,2019,16333,484350,78.0,2,3.875,484350,19.76,30.95,5,4
202616,2019,12759,333000,80.0,2,3.625,333000,17.1,17.41,5,5
202619,2019,19627,440000,80.0,2,4.25,440000,14.64,30.56,4,3
202628,2019,13740,353000,79.0,2,3.625,353000,25.49,33.67,4,5
202629,2019,22626,289563,57.0,2,3.75,290000,9.92,12.69,5,4
202634,2019,16731,391699,80.0,2,3.875,392800,18.7,33.88,4,5
202650,2019,16815,340990,90.0,2,3.875,342000,14.18,36.35,5,5
202651,2019,14674,427000,75.0,2,3.375,427000,18.15,29.62,5,5
202657,2019,15366,426091,94.0,2,3.875,427838,18.5,38.6,5,5
202658,2019,17263,385851,90.0,2,3.875,387000,16.09,40.41,4,4
202663,2019,18009,405301,90.0,2,3.875,405900,15.26,38.88,4,4
202671,2019,14710,327516,80.0,2,3.875,328000,14.27,32.07,5,5
202675,2019,13322,322407,95.0,2,3.625,322905,15.55,28.34,4,4
202687,2019,22802,345411,95.0,2,3.75,345411,9.92,23.64,4,5
202692,2019,16866,398743,95.0,2,3.75,399950,13.11,28.54,4,4
202702,2019,26084,400000,73.0,2,3.75,400000,10.76,23.13,5,5
202705,2019,17167,361600,80.0,2,4.0,361600,13.85,37.58,4,5
202707,2019,24760,251239,80.0,2,3.75,252000,12.07,21.13,5,5
202737,2019,13571,376086,80.0,2,4.375,376086,19.14,30.84,3,4
202739,2019,12167,435827,75.0,2,3.625,436500,23.09,29.73,5,5
202753,2019,13334,386750,85.0,2,3.625,386750,19.36,40.36,5,5
202759,2019,23159,368000,74.0,2,3.375,368000,13.72,20.01,5,5
202763,2019,25818,332500,95.0,2,4.25,332500,10.75,40.23,5,5
202767,2019,17585,280000,80.0,2,3.125,280000,18.09,30.37,5,5
202769,2019,11024,385000,70.0,2,4.0,385000,21.91,32.12,3,5
202771,2019,18068,337500,75.0,2,4.25,337500,17.59,43.86,3,4
202798,2019,19908,472000,80.0,2,3.875,472000,17.05,34.86,2,2
202808,2019,10687,434829,94.0,2,3.75,434829,26.08,27.32,5,5
202824,2019,15977,484350,72.0,2,2.875,484350,25.28,43.66,4,4
202836,2019,12039,408000,68.0,2,3.75,408000,22.53,31.89,4,4
202845,2019,11165,375000,73.0,2,3.625,375000,19.5,19.92,4,5
202874,2019,30229,279000,77.0,2,3.125,279000,8.08,10.5,3,3
202875,2019,16576,374500,79.0,2,4.125,374500,16.51,29.31,5,5
202888,2019,19458,432880,80.0,2,3.875,432880,14.8,36.9,2,2
202917,2019,20649,263144,71.0,2,4.375,263500,11.73,26.76,4,4
202937,2019,18092,369030,86.0,2,3.625,369600,13.6,21.57,5,5
202945,2019,20982,320500,67.0,2,2.875,320500,14.6,18.64,5,5
202953,2019,14168,435652,72.0,2,3.625,437000,19.94,31.12,5,5
202959,2019,18738,450000,72.0,2,3.375,450000,22.35,25.78,5,5
202990,2019,20340,292397,65.0,2,3.25,293800,14.44,21.15,5,5
202999,2019,17112,438000,79.0,2,3.75,438000,15.6,39.35,5,4
203032,2019,15208,358400,80.0,2,3.375,358400,14.14,22.89,5,5
203082,2019,12367,475200,90.0,2,3.75,475200,24.69,29.33,5,5
203083,2019,26149,252000,80.0,2,3.0,252000,8.44,25.8,3,5
203084,2019,13665,365500,94.0,2,3.375,365500,18.38,36.67,4,3
203095,2019,14088,386400,80.0,2,3.75,386400,19.57,40.34,5,5
203096,2019,17166,484350,72.0,2,3.625,484350,23.19,27.92,5,5
203102,2019,22022,399500,85.0,2,3.375,399500,12.26,23.08,4,4
203103,2019,29378,388800,80.0,2,3.0,388800,11.74,15.69,5,5
203104,2019,11174,414500,70.0,2,3.25,414500,23.76,26.32,5,5
203106,2019,24584,484350,71.0,2,3.625,484350,15.61,26.08,4,4
203107,2019,28280,441000,90.0,2,3.875,441000,8.89,27.17,5,5
203108,2019,11098,425600,80.0,2,3.75,425600,25.22,40.72,4,4
203122,2019,18694,308800,80.0,2,3.125,308800,15.01,22.1,4,4
